Issue_ID,Issue_Description,Error_Message,System_Specs,Troubleshooting_Steps
,Files edited online in OneDrive aren't reflecting changes locally.,ONLINE_EDIT_NOT_REFLECTED_ERROR,"Windows 10, 8 GB RAM, 256 GB SSD, AMD Ryzen 5 processor","1. Verify internet connectivity. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. If the issue persists, contact OneDrive support."
,"OneDrive shows 'syncing files, but nothing happens afterward.",STALLED_SYNC_ERROR,"macOS Monterey, 32 GB RAM, 2 TB SSD, Apple M1 Pro chip","1. Check for large files causing delays. 2. Verify OneDrive service status. 3. Restart OneDrive syncing. 4. Update OneDrive application. 5. Clear OneDrive cache. 6. Reauthorize OneDrive account. 7. If the issue persists, contact OneDrive support."
,OneDrive sync progress resets after each attempt.,PROGRESS_RESET_ERROR,"Windows 11, 16 GB RAM, 1 TB SSD, Intel Core i7 processor","1. Check for system updates. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. If the issue persists, contact OneDrive support."
,Some folders in OneDrive show 'sync issues' without resolution.,SYNC_ISSUES_ERROR,"Linux Ubuntu 21.04, 16 GB RAM, 1 TB SSD, AMD Ryzen 9 processor","1. Check the activity center for error messages. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. If the issue persists, contact OneDrive support."
,Encountering 'OneDrive couldn't connect to server' errors.,SERVER_CONNECTION_ERROR,"Windows 10, 8 GB RAM, 256 GB SSD, AMD Ryzen 5 processor","1. Verify internet connectivity. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Check firewall/antivirus settings. 5. Clear OneDrive cache. 6. Reauthorize OneDrive account. 7. If the issue persists, contact OneDrive support."
,Files uploaded to OneDrive vanish without any trace.,VANISHING_FILES_ERROR,"macOS Catalina, 8 GB RAM, 256 GB SSD, Intel Core i5 processor",1. Check the activity center for error messages. 2. Verify internet connectivity. 3. Restart OneDrive syncing. 4. Check OneDrive recycle bin
,Certain folders in OneDrive refuse to sync across devices.,FOLDER_SYNC_ERROR,"Windows 10, 16 GB RAM, 512 GB SSD, Intel Core i7 CPU",1. Verify folder permissions. 2. Check for conflicting files or characters. 3. Restart OneDrive syncing. 4. Update OneDrive application. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if the issue persists.
,OneDrive continuously shows 'Processing changes' but doesn't sync.,PROCESSING_CHANGES_ERROR,"macOS Big Sur, 8 GB RAM, 256 GB SSD, Apple M1 chip",1. Check activity center for error messages. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reinstall OneDrive. 6. Report persistent issues to OneDrive support.
,Files uploaded to OneDrive disappear after a while.,DISAPPEARING_FILES_ERROR,"Linux Ubuntu 20.04, 12 GB RAM, 1 TB SSD, AMD Ryzen 5",1. Check OneDrive recycle bin. 2. Verify file names comply with guidelines. 3. Restart OneDrive syncing. 4. Update OneDrive application. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if needed.
,OneDrive displays 'We couldn't merge changes' errors frequently.,MERGE_CHANGES_ERROR,"Windows 11, 32 GB RAM, 1 TB SSD, AMD Ryzen 9",1. Resolve conflicts manually. 2. Check for file locks. 3. Restart OneDrive syncing. 4. Update OneDrive application. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if 'merge changes' persists.
,"Unable to access OneDrive online, sync errors persist.",ONLINE_ACCESS_ERROR,"macOS Monterey, 16 GB RAM, 512 GB SSD, Apple M1 Pro",1. Verify internet connectivity. 2. Check OneDrive service status. 3. Restart OneDrive syncing. 4. Update OneDrive application. 5. Reauthorize OneDrive account. 6. Contact OneDrive support for assistance.
,OneDrive keeps syncing previously deleted files repeatedly.,DELETED_FILES_SYNC_ERROR,"Windows 10, 8 GB RAM, 256 GB SSD, Intel Core i5",1. Check OneDrive recycle bin. 2. Clear OneDrive cache. 3. Restart OneDrive syncing. 4. Update OneDrive application. 5. Reauthorize OneDrive account. 6. Contact OneDrive support for further assistance.
,Encountering 'OneDrive stopped syncing' messages abruptly.,STOPPED_SYNC_ERROR,"Linux Mint 19, 12 GB RAM, 512 GB SSD, Intel Core i7",1. Check for conflicting software. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if 'stopped syncing' persists.
,OneDrive sync pauses indefinitely and doesn't resume automatically.,PAUSED_SYNC_ERROR,"Windows 11, 16 GB RAM, 512 GB SSD, AMD Ryzen 7",1. Manually resume OneDrive syncing. 2. Check available storage. 3. Restart OneDrive application. 4. Update OneDrive. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if sync remains paused.
,Files uploaded to OneDrive show as 'waiting to upload' forever.,UPLOAD_WAITING_ERROR,"macOS Catalina, 8 GB RAM, 256 GB SSD, Intel Core i5",1. Verify internet connectivity. 2. Restart OneDrive syncing. 3. Check file size limits. 4. Update OneDrive application. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if 'waiting to upload' persists.
,OneDrive is stuck on 'checking for changes' without any progress.,CHECKING_CHANGES_ERROR,"Windows 10, 32 GB RAM, 1 TB SSD, Intel Core i9",1. Restart OneDrive syncing. 2. Check for conflicts in the activity center. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if 'checking changes' persists.
,Files added to OneDrive on one device don't reflect on others.,DEVICE_SYNC_ERROR,"Linux Ubuntu 21.10, 16 GB RAM, 512 GB SSD, AMD Ryzen 9",1. Check activity center for error messages. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Report persistent issues to OneDrive support.
,Getting 'OneDrive sync is paused' notifications without user action.,UNEXPECTED_PAUSE_ERROR,"macOS Big Sur, 16 GB RAM, 512 GB SSD, Apple M1 Pro",1. Manually resume OneDrive syncing. 2. Check system notifications settings. 3. Restart OneDrive application. 4. Update OneDrive. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if issue persists.
,OneDrive displays 'file couldn't be uploaded' errors frequently.,UPLOAD_FAILURE_ERROR,"Windows 11, 32 GB RAM, 1 TB SSD, AMD Ryzen 9",1. Check internet connectivity. 2. Restart OneDrive syncing. 3. Verify file name length and characters. 4. Update OneDrive application. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if uploads fail consistently.
,Sync errors in OneDrive result in duplicate files and folders.,DUPLICATE_SYNC_ERROR,"Linux Mint 20.2, 8 GB RAM, 256 GB SSD, Intel Core i5",1. Check activity center for duplicate file notifications. 2. Clear OneDrive cache. 3. Restart OneDrive syncing. 4. Update OneDrive application. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if needed.
,Changes made to files in OneDrive aren't updating across devices.,FILE_UPDATE_ERROR,"Windows 10, 12 GB RAM, 512 GB SSD, Intel Core i5",1. Check activity center for error messages. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if updates don't sync.
,OneDrive sync fails after reaching a specific file or folder.,SPECIFIC_FILE_SYNC_ERROR,"macOS Monterey, 8 GB RAM, 256 GB SSD, Apple M1",1. Check for file-specific issues. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if specific files hinder syncing.
,Encountering 'OneDrive not syncing on this PC' errors.,NOT_SYNCING_ERROR,"Linux Ubuntu 22.04, 16 GB RAM, 1 TB SSD, AMD Ryzen 7",1. Check for conflicting software. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if 'not syncing' persists.
,OneDrive sync status remains stuck at 'sync pending'.,PENDING_SYNC_ERROR,"Windows 11, 32 GB RAM, 1 TB SSD, Intel Core i9",1. Restart OneDrive syncing. 2. Check for conflicts in the activity center. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if 'sync pending' persists.
,Files edited online in OneDrive aren't reflecting changes locally.,ONLINE_TO_LOCAL_SYNC_ERROR,"macOS Catalina, 16 GB RAM, 512 GB SSD, Intel Core i7",1. Check activity center for error messages. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Report issues to OneDrive support if necessary.
,"OneDrive shows 'syncing files, but nothing happens afterward.",SYNC_INACTION_ERROR,"Windows 10, 8 GB RAM, 256 GB SSD, AMD Ryzen 5",1. Check activity center for messages. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if sync remains inactive.
,OneDrive sync progress resets after each attempt.,RESET_SYNC_PROGRESS_ERROR,"Linux Mint 19, 12 GB RAM, 512 GB SSD, Intel Core i7",1. Check for conflicting software. 2. Restart OneDrive syncing. 3. Update OneDrive application. 4. Clear OneDrive cache. 5. Reauthorize OneDrive account. 6. Contact OneDrive support if sync progress keeps resetting.
